order_id|product_id|date_id|customer_id|category_id|supplier_id|freight|unit_price|quantity|discount|amount
10309|71|19960919|HUNGO|4|15|47.3|17.2|3|0.0|51.599999999999994
10310|16|19960920|THEBI|3|7|17.52|13.9|10|0.0|139.0
10310|62|19960920|THEBI|3|29|17.52|39.4|5|0.0|197.0
10311|42|19960920|DUMON|5|20|24.69|11.2|6|0.0|67.19999999999999
10311|69|19960920|DUMON|4|15|24.69|28.8|7|0.0|201.6
10312|28|19960923|WANDK|7|12|40.26|36.4|4|0.0|145.6
10312|43|19960923|WANDK|1|20|40.26|36.8|24|0.0|883.1999999999999
10312|53|19960923|WANDK|6|24|40.26|26.2|20|0.0|524.0
10312|75|19960923|WANDK|1|12|40.26|6.2|10|0.0|62.0
10313|36|19960924|QUICK|8|17|1.96|15.2|12|0.0|182.39999999999998
10314|32|19960925|RATTC|4|14|74.16|25.6|40|0.1|1024.0
10314|58|19960925|RATTC|8|27|74.16|10.6|30|0.1|318.0
10314|62|19960925|RATTC|3|29|74.16|39.4|25|0.1|985.0
10315|34|19960926|ISLAT|1|16|41.76|11.2|14|0.0|156.79999999999998
10315|70|19960926|ISLAT|1|7|41.76|12.0|30|0.0|360.0
10316|41|19960927|RATTC|8|19|150.15|7.7|10|0.0|77.0
10316|62|19960927|RATTC|3|29|150.15|39.4|70|0.0|2758.0
10317|1|19960930|LONEP|1|8|12.69|14.4|20|0.0|288.0
10318|41|19961001|ISLAT|8|19|4.73|7.7|20|0.0|154.0
10318|76|19961001|ISLAT|1|23|4.73|14.4|6|0.0|86.4
10319|17|19961002|TORTU|6|7|64.5|31.2|8|0.0|249.6
10319|28|19961002|TORTU|7|12|64.5|36.4|14|0.0|509.59999999999997
10319|76|19961002|TORTU|1|23|64.5|14.4|30|0.0|432.0
10320|71|19961003|WARTH|4|15|34.57|17.2|30|0.0|516.0
10321|35|19961003|ISLAT|1|16|3.43|14.4|10|0.0|144.0
10322|52|19961004|PERIC|5|24|0.4|5.6|20|0.0|112.0
10323|15|19961007|KOENE|2|6|4.88|12.4|5|0.0|62.0
10323|25|19961007|KOENE|3|11|4.88|11.2|4|0.0|44.8
10323|39|19961007|KOENE|1|18|4.88|14.4|4|0.0|57.6
10324|16|19961008|SAVEA|3|7|214.27|13.9|21|0.15|291.90000000000003
10324|35|19961008|SAVEA|1|16|214.27|14.4|70|0.15|1008.0
10324|46|19961008|SAVEA|8|21|214.27|9.6|30|0.0|288.0
10324|59|19961008|SAVEA|4|28|214.27|44.0|40|0.15|1760.0
10324|63|19961008|SAVEA|2|7|214.27|35.1|80|0.15|2808.0
10325|6|19961009|KOENE|2|3|64.86|20.0|6|0.0|120.0
10325|13|19961009|KOENE|8|6|64.86|4.8|12|0.0|57.599999999999994
10325|14|19961009|KOENE|7|6|64.86|18.6|9|0.0|167.4
10325|31|19961009|KOENE|4|14|64.86|10.0|4|0.0|40.0
10325|72|19961009|KOENE|4|14|64.86|27.8|40|0.0|1112.0
10326|4|19961010|BOLID|2|2|77.92|17.6|24|0.0|422.40000000000003
10326|57|19961010|BOLID|5|26|77.92|15.6|16|0.0|249.6
10326|75|19961010|BOLID|1|12|77.92|6.2|50|0.0|310.0
10327|2|19961011|FOLKO|1|1|63.36|15.2|25|0.2|380.0
10327|11|19961011|FOLKO|4|5|63.36|16.8|50|0.2|840.0
10327|30|19961011|FOLKO|8|13|63.36|20.7|35|0.2|724.5
10327|58|19961011|FOLKO|8|27|63.36|10.6|30|0.2|318.0
10328|59|19961014|FURIB|4|28|87.03|44.0|9|0.0|396.0
10328|65|19961014|FURIB|2|2|87.03|16.8|40|0.0|672.0
10328|68|19961014|FURIB|3|8|87.03|10.0|10|0.0|100.0
10329|19|19961015|SPLIR|3|8|191.67|7.3|10|0.05|73.0
10329|30|19961015|SPLIR|8|13|191.67|20.7|8|0.05|165.6
10329|38|19961015|SPLIR|1|18|191.67|210.8|20|0.05|4216.0
10329|56|19961015|SPLIR|5|26|191.67|30.4|12|0.05|364.79999999999995
10330|26|19961016|LILAS|3|11|12.75|24.9|50|0.15|1245.0
10330|72|19961016|LILAS|4|14|12.75|27.8|25|0.15|695.0
10331|54|19961016|BONAP|6|25|10.19|5.9|15|0.0|88.5
10332|18|19961017|MEREP|8|7|52.84|50.0|40|0.2|2000.0
10332|42|19961017|MEREP|5|20|52.84|11.2|10|0.2|112.0
10332|47|19961017|MEREP|3|22|52.84|7.6|16|0.2|121.6
10333|14|19961018|WARTH|7|6|0.59|18.6|10|0.0|186.0
10333|21|19961018|WARTH|3|8|0.59|8.0|10|0.1|80.0
10333|71|19961018|WARTH|4|15|0.59|17.2|40|0.1|688.0
10334|52|19961021|VICTE|5|24|8.56|5.6|8|0.0|44.8
10334|68|19961021|VICTE|3|8|8.56|10.0|10|0.0|100.0
10335|2|19961022|HUNGO|1|1|42.11|15.2|7|0.2|106.39999999999999
10335|31|19961022|HUNGO|4|14|42.11|10.0|25|0.2|250.0
10335|32|19961022|HUNGO|4|14|42.11|25.6|6|0.2|153.60000000000002
10335|51|19961022|HUNGO|7|24|42.11|42.4|48|0.2|2035.1999999999998
10336|4|19961023|PRINI|2|2|15.51|17.6|18|0.1|316.8
10337|23|19961024|FRANK|5|9|108.26|7.2|40|0.0|288.0
10337|26|19961024|FRANK|3|11|108.26|24.9|24|0.0|597.5999999999999
10337|36|19961024|FRANK|8|17|108.26|15.2|20|0.0|304.0
10337|37|19961024|FRANK|8|17|108.26|20.8|28|0.0|582.4
10337|72|19961024|FRANK|4|14|108.26|27.8|25|0.0|695.0
10338|17|19961025|OLDWO|6|7|84.21|31.2|20|0.0|624.0
10338|30|19961025|OLDWO|8|13|84.21|20.7|15|0.0|310.5
10339|4|19961028|MEREP|2|2|15.66|17.6|10|0.0|176.0
10339|17|19961028|MEREP|6|7|15.66|31.2|70|0.05|2184.0
10339|62|19961028|MEREP|3|29|15.66|39.4|28|0.0|1103.2
10340|18|19961029|BONAP|8|7|166.31|50.0|20|0.05|1000.0
10340|41|19961029|BONAP|8|19|166.31|7.7|12|0.05|92.4
10340|43|19961029|BONAP|1|20|166.31|36.8|40|0.05|1472.0
10341|33|19961029|SIMOB|4|15|26.78|2.0|8|0.0|16.0
10341|59|19961029|SIMOB|4|28|26.78|44.0|9|0.15|396.0
10342|2|19961030|FRANK|1|1|54.83|15.2|24|0.2|364.79999999999995
10342|31|19961030|FRANK|4|14|54.83|10.0|56|0.2|560.0
10342|36|19961030|FRANK|8|17|54.83|15.2|40|0.2|608.0
10342|55|19961030|FRANK|6|25|54.83|19.2|40|0.2|768.0
10343|64|19961031|LEHMS|5|12|110.37|26.6|50|0.0|1330.0
10343|68|19961031|LEHMS|3|8|110.37|10.0|4|0.05|40.0
10343|76|19961031|LEHMS|1|23|110.37|14.4|15|0.0|216.0
10344|4|19961101|WHITC|2|2|23.29|17.6|35|0.0|616.0
10344|8|19961101|WHITC|2|3|23.29|32.0|70|0.25|2240.0
10345|8|19961104|QUICK|2|3|249.06|32.0|70|0.0|2240.0
10345|19|19961104|QUICK|3|8|249.06|7.3|80|0.0|584.0
10345|42|19961104|QUICK|5|20|249.06|11.2|9|0.0|100.8
10346|17|19961105|RATTC|6|7|142.08|31.2|36|0.1|1123.2
10346|56|19961105|RATTC|5|26|142.08|30.4|20|0.0|608.0
10347|25|19961106|FAMIA|3|11|3.1|11.2|10|0.0|112.0
10347|39|19961106|FAMIA|1|18|3.1|14.4|50|0.15|720.0
10347|40|19961106|FAMIA|8|19|3.1|14.7|4|0.0|58.8
10347|75|19961106|FAMIA|1|12|3.1|6.2|6|0.15|37.2
10348|1|19961107|WANDK|1|8|0.78|14.4|15|0.15|216.0
10348|23|19961107|WANDK|5|9|0.78|7.2|25|0.0|180.0
10349|54|19961108|SPLIR|6|25|8.63|5.9|24|0.0|141.60000000000002
10350|50|19961111|LAMAI|3|23|64.19|13.0|15|0.1|195.0
10350|69|19961111|LAMAI|4|15|64.19|28.8|18|0.1|518.4
10351|38|19961111|ERNSH|1|18|162.33|210.8|20|0.05|4216.0
10351|41|19961111|ERNSH|8|19|162.33|7.7|13|0.0|100.10000000000001
10351|44|19961111|ERNSH|2|20|162.33|15.5|77|0.05|1193.5
10351|65|19961111|ERNSH|2|2|162.33|16.8|10|0.05|168.0
10352|24|19961112|FURIB|1|10|1.3|3.6|10|0.0|36.0
10352|54|19961112|FURIB|6|25|1.3|5.9|20|0.15|118.0
10353|11|19961113|PICCO|4|5|360.63|16.8|12|0.2|201.60000000000002
10353|38|19961113|PICCO|1|18|360.63|210.8|50|0.2|10540.0
10354|1|19961114|PERIC|1|8|53.8|14.4|12|0.0|172.8
10354|29|19961114|PERIC|6|12|53.8|99.0|4|0.0|396.0
10355|24|19961115|AROUT|1|10|41.95|3.6|25|0.0|90.0
10355|57|19961115|AROUT|5|26|41.95|15.6|25|0.0|390.0
10356|31|19961118|WANDK|4|14|36.71|10.0|30|0.0|300.0
10356|55|19961118|WANDK|6|25|36.71|19.2|12|0.0|230.39999999999998
10356|69|19961118|WANDK|4|15|36.71|28.8|20|0.0|576.0
10357|10|19961119|LILAS|8|4|34.88|24.8|30|0.2|744.0
10357|26|19961119|LILAS|3|11|34.88|24.9|16|0.0|398.4
10357|60|19961119|LILAS|4|28|34.88|27.2|8|0.2|217.6
10358|24|19961120|LAMAI|1|10|19.64|3.6|10|0.05|36.0
10358|34|19961120|LAMAI|1|16|19.64|11.2|10|0.05|112.0
10358|36|19961120|LAMAI|8|17|19.64|15.2|20|0.05|304.0
10359|16|19961121|SEVES|3|7|288.43|13.9|56|0.05|778.4
10359|31|19961121|SEVES|4|14|288.43|10.0|70|0.05|700.0
10359|60|19961121|SEVES|4|28|288.43|27.2|80|0.05|2176.0
10360|28|19961122|BLONP|7|12|131.7|36.4|30|0.0|1092.0
10360|29|19961122|BLONP|6|12|131.7|99.0|35|0.0|3465.0
10360|38|19961122|BLONP|1|18|131.7|210.8|10|0.0|2108.0
10360|49|19961122|BLONP|3|23|131.7|16.0|35|0.0|560.0
10360|54|19961122|BLONP|6|25|131.7|5.9|28|0.0|165.20000000000002
10361|39|19961122|QUICK|1|18|183.17|14.4|54|0.1|777.6
10361|60|19961122|QUICK|4|28|183.17|27.2|55|0.1|1496.0
10362|25|19961125|BONAP|3|11|96.04|11.2|50|0.0|560.0
10362|51|19961125|BONAP|7|24|96.04|42.4|20|0.0|848.0
10362|54|19961125|BONAP|6|25|96.04|5.9|24|0.0|141.60000000000002
10363|31|19961126|DRACD|4|14|30.54|10.0|20|0.0|200.0
10363|75|19961126|DRACD|1|12|30.54|6.2|12|0.0|74.4
10363|76|19961126|DRACD|1|23|30.54|14.4|12|0.0|172.8
10364|69|19961126|EASTC|4|15|71.97|28.8|30|0.0|864.0
10364|71|19961126|EASTC|4|15|71.97|17.2|5|0.0|86.0
10365|11|19961127|ANTON|4|5|22.0|16.8|24|0.0|403.20000000000005
10366|65|19961128|GALED|2|2|10.14|16.8|5|0.0|84.0
10366|77|19961128|GALED|2|12|10.14|10.4|5|0.0|52.0
10367|34|19961128|VAFFE|1|16|13.55|11.2|36|0.0|403.2
10367|54|19961128|VAFFE|6|25|13.55|5.9|18|0.0|106.2
10367|65|19961128|VAFFE|2|2|13.55|16.8|15|0.0|252.0
10367|77|19961128|VAFFE|2|12|13.55|10.4|7|0.0|72.8
10368|21|19961129|ERNSH|3|8|101.95|8.0|5|0.1|40.0
10368|28|19961129|ERNSH|7|12|101.95|36.4|13|0.1|473.2
10368|57|19961129|ERNSH|5|26|101.95|15.6|25|0.0|390.0
10368|64|19961129|ERNSH|5|12|101.95|26.6|35|0.1|931.0
10369|29|19961202|SPLIR|6|12|195.68|99.0|20|0.0|1980.0
10369|56|19961202|SPLIR|5|26|195.68|30.4|18|0.25|547.1999999999999
10370|1|19961203|CHOPS|1|8|1.17|14.4|15|0.15|216.0
10370|64|19961203|CHOPS|5|12|1.17|26.6|30|0.0|798.0
10370|74|19961203|CHOPS|7|4|1.17|8.0|20|0.15|160.0
10371|36|19961203|LAMAI|8|17|0.45|15.2|6|0.2|91.19999999999999
10372|20|19961204|QUEEN|3|8|890.78|64.8|12|0.25|777.5999999999999
10372|38|19961204|QUEEN|1|18|890.78|210.8|40|0.25|8432.0
10372|60|19961204|QUEEN|4|28|890.78|27.2|70|0.25|1904.0
10372|72|19961204|QUEEN|4|14|890.78|27.8|42|0.25|1167.6000000000001
10373|58|19961205|HUNGO|8|27|124.12|10.6|80|0.2|848.0
10373|71|19961205|HUNGO|4|15|124.12|17.2|50|0.2|860.0
10374|31|19961205|WOLZA|4|14|3.94|10.0|30|0.0|300.0
10374|58|19961205|WOLZA|8|27|3.94|10.6|15|0.0|159.0
10375|14|19961206|HUNGC|7|6|20.12|18.6|15|0.0|279.0
10375|54|19961206|HUNGC|6|25|20.12|5.9|10|0.0|59.0
10376|31|19961209|MEREP|4|14|20.39|10.0|42|0.05|420.0
10377|28|19961209|SEVES|7|12|22.21|36.4|20|0.15|728.0
10377|39|19961209|SEVES|1|18|22.21|14.4|20|0.15|288.0
10378|71|19961210|FOLKO|4|15|5.44|17.2|6|0.0|103.19999999999999
10379|41|19961211|QUEDE|8|19|45.03|7.7|8|0.1|61.6
10379|63|19961211|QUEDE|2|7|45.03|35.1|16|0.1|561.6
10379|65|19961211|QUEDE|2|2|45.03|16.8|20|0.1|336.0
10380|30|19961212|HUNGO|8|13|35.03|20.7|18|0.1|372.59999999999997
10380|53|19961212|HUNGO|6|24|35.03|26.2|20|0.1|524.0
10380|60|19961212|HUNGO|4|28|35.03|27.2|6|0.1|163.2
10380|70|19961212|HUNGO|1|7|35.03|12.0|30|0.0|360.0
10381|74|19961212|LILAS|7|4|7.99|8.0|14|0.0|112.0
10382|5|19961213|ERNSH|2|2|94.77|17.0|32|0.0|544.0
10382|18|19961213|ERNSH|8|7|94.77|50.0|9|0.0|450.0
10382|29|19961213|ERNSH|6|12|94.77|99.0|14|0.0|1386.0
10382|33|19961213|ERNSH|4|15|94.77|2.0|60|0.0|120.0
10382|74|19961213|ERNSH|7|4|94.77|8.0|50|0.0|400.0
10383|13|19961216|AROUT|8|6|34.24|4.8|20|0.0|96.0
10383|50|19961216|AROUT|3|23|34.24|13.0|15|0.0|195.0
10383|56|19961216|AROUT|5|26|34.24|30.4|20|0.0|608.0
10384|20|19961216|BERGS|3|8|168.64|64.8|28|0.0|1814.3999999999999
10384|60|19961216|BERGS|4|28|168.64|27.2|15|0.0|408.0
10385|7|19961217|SPLIR|7|3|30.96|24.0|10|0.2|240.0
10385|60|19961217|SPLIR|4|28|30.96|27.2|20|0.2|544.0
10385|68|19961217|SPLIR|3|8|30.96|10.0|8|0.2|80.0
10386|24|19961218|FAMIA|1|10|13.99|3.6|15|0.0|54.0
10386|34|19961218|FAMIA|1|16|13.99|11.2|10|0.0|112.0
10387|24|19961218|SANTG|1|10|93.63|3.6|15|0.0|54.0
10387|28|19961218|SANTG|7|12|93.63|36.4|6|0.0|218.39999999999998
10387|59|19961218|SANTG|4|28|93.63|44.0|12|0.0|528.0
10387|71|19961218|SANTG|4|15|93.63|17.2|15|0.0|258.0
10388|45|19961219|SEVES|8|21|34.86|7.6|15|0.2|114.0
10388|52|19961219|SEVES|5|24|34.86|5.6|20|0.2|112.0
10388|53|19961219|SEVES|6|24|34.86|26.2|40|0.0|1048.0
10389|10|19961220|BOTTM|8|4|47.42|24.8|16|0.0|396.8
10389|55|19961220|BOTTM|6|25|47.42|19.2|15|0.0|288.0
